,review_comments,star_rating
1001,It a really good game. I would have rated this higher but ads pop up every time you do something different and it is so annoying. Other than that you should definitely play this challenging game!ÄÅ¸ââÄÅ¸ËÅ   '),4
1002,"Love the game, but getting gems is way too difficult and expensive. I actually bought gems and unlocked all the restaurants, but the game started to malfunction and I lost my money and the gems. A bit of a rip off. Just download the game, but don't spend money. I learned the hard way.  "")",4
1006,"A wonderful aesthetically pleasing game.  Get as far as you can, with as many points as you can while unlocking different fireballs and portals. I would love to see how this game evolves in the future and i have not seen as many ad's as people claim so perhaps that issue has been resolved? Working perfectly on S8+  "")",5
1007,I liked the graphics the most. But unfortunately the game pace is kinda slow and not that entertaining. Thank yo.  '),5
1008,Enjoying  '),5
1009,"It's not the greatest game in the world, but nowadays when clickers and idle games rule appear like snails after a rain this game stands out. Ok, it's a cashgrab during events but even as a f2p if you know what you're doing you're toe to toe to those who pay because they give generous rewards.  "")",5
1011,"Fun for a quick pick up and play. I just wish the screen scroll when changing angles was quicker. The constant slow drag is frustrating. Other than that, I like it.  ')",4
1013,very good games  '),5
1015,"Great Game! It would be even better if you got rid of the annoying whistle sound that diesels make at idle.  You should also add some more maps and some more vehicles. Like maybe some muscle cars. You should also make it so that you can change the conditions. Like the time of day and weather. It would also be nice if you could sell your rigs. Last but not least, please make it so that you can attach the winch to other vehicles.  ')",5
1016,"Game is great. I love it the music sounds so amazing. However, I feel as if sometimes I die in places I shouldn\'t have died. For example I run into a wall sometimes... But I didn\'t touch it. I can see a little bit of space between the line and the wall. So I must ask you: please patch this.  One more thing. On the very last part of ""The Christmas Eve"" (beautiful song by the way I love it!) I understand you are trying to uncover the beauty of Christmas through glitter, and sparkles and things that catch my attention, but my phone lags a lot and this keeps me from completing the level. I will give you 5 stars when I stop lagging.  ')",4
1022,"I absolutely love this game!!! Only one problem so far with the app freezing (which I'll admit lost me some stuff but I can re-earn it.) I wish there was a way to get back my old profile.  "")",5
1024,You guys stop being so rude it works for me. So how about you try it out for yourselves.I think this game is really good to play.  '),5
1025,Should be more challenging .  Game stops on game number 3411. Cannot progress any further. Tried reinstall same thing.  '),4
1026,"My only issue is that I changed devices, and my already bought packs did not transfer.  ')",4
1027,"Absolutely love this game. It's free to play. Yes you can make purchases but nothing actually needs to be bought and can all be earned over time. Lot of respect for the devs on that front. To many games out that make you pay to be the best. Seams like a lot of hard work has gone into the content it self. The only down side for me is the auto battle and the lack of 5 man style dungeons. This game is definitely worth playing and definitely worth any money you may or may not spend on it.  "")",5
1029,Great to kill time with  '),5
1030,"It's a pretty fun game if not repetitive. However, I have found some possible bugs. Firstly, some avatars bar restarts. For example, if it's unlock 15 avatars, the bar isn'y increasing. And I'm sure I've unlocked more than 15 avatars. Secondly, I recieved the notification that I've achieved more than 100% in a game which should unlock the gold and silver flags(?). This appeared after I had completed challenge 20, however, I haven't unlocked these avatars yet.  "")",4
