,review_comments,star_rating
1158,"HTC U11. Like the App for the most part. Would like to have option to drive on grand prix circuit. Most troubling issue is that after I spent $119.99 for 200,000 points I believed I would be able to purchase all vehicles and packs in this App and developer's other iterations of this same type of App. Turns out I wasn't able to purchase all vehicles in this App but couldn't use my points across developer's other racing App's. Now I'm stuck with 185,000 points and pretty much out $100.00 does not make me happy at all. I would like this developer to contact me somehow as I don't have contact info. Thanks  "")",2
1160,"If you want to spend your real hard earned money to get absolutely nothing, then this is your App. Every chip and gold bar is of no cash value, there is no chance of winning real money here but plenty opportunity to spend real greenbacks. You will lose as this is only for fun. However, it is NO FUN, spending to spin only to have what you spent taken in just a short period of time. The faster you play, the faster you lose, the quicker BF cashes in at the bank, laughing all the way. Play at own risk, this is a money making App for the makers/owners. Big Jackpots are rarely won, so do not be fooled by the advertisement.  ')",3
1161,"Too many useless ads! I don't like being forced to watch ads. Especially when they take up more of your time than gameplay. The game forced me to watch a 15 second ad just to open the store. UNINSTALL!!!  "")",1
1163,This game was Very good until the update. I had to uninstall and reinstall it to make it 9 work.  Now it will not fit the last piece in so that the puzzle is complete and keeps it as work in progress. Very frustrating.  However I do like being able to keep the picture on the screen.  '),3
1165,"Crashed everytime there was an ad, so after every puzzle...  ')",1
1167,"I do NOT recommend this game. It is PAY to play, and even then, the horrible system they use gives you a VERY small chance of getting what you want. It's like buying a lottery ticket. I have spent $100's of U.S. dollars trying to get items, and NOTHING. While this game has potential and could be great if they rewarded loyal paying players, they don't. If you enjoy paying ALOT of money, this is the game for you.  "")",1
1168,"It's more for younger kids to keep them entertained but my 6 year old brother loves it so I am getting it on my phone to keep him happy ÄÅ¸Ëâbtw Jenny Lim how old r u ?ÄÅ¸Â¤â  "")",3
1169,DO NOT DOWNLOAD ITS NOTHING BUT A FRIGGEN RIP OFF ALL IT DOES IT TAKE YOUR MONEY  '),1
1173,The game is really good. But there too many ads popping up and the game many a times restarts after the completion of one game!  '),3
1174,It is so hard!!!!!  '),3
1178,"Format is good, ability to play the game fairly is poor. Several times I've had a card played against me and did not know, so I couldn't use the 'just say no' card I had. Other times I've tried to use a card in the 3 seconds you get to react, but despite pushing the green tick to activate it - did not work. I lost the last game with 3 cards that I tried to use but couldn't...   Oh yeh, I bought 2 other versions of Monopoly on my galaxy 4 that I can't use on my galaxy 6, so I won't be buying this one..  "")",3
1180,"Worth less, full ads, downloading data in background. Kalau mau banyak duit bikin game MOBALOG  All of game full ads  ')",1
1182,"I have this game for 2 weeks and i update it yesterday and now I can't play it just stay on the loading screen but not even the yellow loading thing down doesn't show I can't play whyy pls fix it  "")",3
